Time,Voltage,SOC
4.22,50.0,99.99882777777778
4.23,50.0,99.998825
4.24,50.0,99.99882222222222
4.25,50.0,99.99881944444445
4.26,50.0,99.99881666666667
4.2700000000000005,50.0,99.99881388888889
4.28,50.0,99.99881111111111
4.29,50.0,99.99880833333333
4.3,50.0,99.99880555555555
4.3100000000000005,50.0,99.99880277777778
4.32,50.0,99.9988
4.33,50.0,99.99879722222222
4.34,50.0,99.99879444444444
4.3500000000000005,50.0,99.99879166666666
4.36,50.0,99.99878888888888
4.37,50.0,99.99878611111112
4.38,50.0,99.99878333333334
4.39,50.0,99.99878055555556
4.4,50.0,99.99877777777778
4.41,50.0,99.998775
4.42,50.0,99.99877222222223
4.43,50.0,99.99876944444445
4.44,50.0,99.99876666666667
4.45,50.0,99.99876388888889
4.46,50.0,99.99876111111111
4.47,50.0,99.99875833333333
4.48,50.0,99.99875555555556
4.49,50.0,99.99875277777778
4.5,50.0,99.99875
4.51,50.0,99.99874722222222
4.5200000000000005,50.0,99.99874444444444
4.53,50.0,99.99874166666666
4.54,50.0,99.9987388888889
4.55,50.0,99.99873611111111
4.5600000000000005,50.0,99.99873333333333
4.57,50.0,99.99873055555555
4.58,50.0,99.99872777777777
4.59,50.0,99.998725
4.6000000000000005,50.0,99.99872222222223
4.61,50.0,99.99871944444445
4.62,50.0,99.99871666666667
4.63,50.0,99.99871388888889
4.64,50.0,99.9987111111111
4.65,50.0,99.99870833333334
4.66,50.0,99.99870555555556
4.67,50.0,99.99870277777778
4.68,50.0,99.9987
4.69,50.0,99.99869722222222
4.7,50.0,99.99869444444444
4.71,50.0,99.99869166666667
4.72,50.0,99.99868888888889
4.73,50.0,99.99868611111111
4.74,50.0,99.99868333333333
4.75,50.0,99.99868055555555
4.76,50.0,99.99867777777777
4.7700000000000005,50.0,99.998675
4.78,50.0,99.99867222222223
4.79,50.0,99.99866944444445
4.8,50.0,99.99866666666667
4.8100000000000005,50.0,99.99866388888888
4.82,50.0,99.9986611111111
4.83,50.0,99.99865833333334
4.84,50.0,99.99865555555556
4.8500000000000005,50.0,99.99865277777778
4.86,50.0,99.99865
4.87,50.0,99.99864722222222
4.88,50.0,99.99864444444445
4.89,50.0,99.99864166666667
4.9,50.0,99.99863888888889
4.91,50.0,99.99863611111111
4.92,50.0,99.99863333333333
4.93,50.0,99.99863055555555
4.94,50.0,99.99862777777778
4.95,50.0,99.998625
4.96,50.0,99.99862222222222
4.97,50.0,99.99861944444444
4.98,50.0,99.99861666666666
4.99,50.0,99.99861388888888
5.0,50.0,99.99861111111112
5.01,50.0,99.99860833333334
5.0200000000000005,50.0,99.99860555555556
5.03,50.0,99.99860277777778
5.04,50.0,99.9986
5.05,50.0,99.99859722222222
5.0600000000000005,50.0,99.99859444444445
5.07,50.0,99.99859166666667
5.08,50.0,99.99858888888889
5.09,50.0,99.99858611111111
5.1000000000000005,50.0,99.99858333333333
5.11,50.0,99.99858055555555
5.12,50.0,99.99857777777778
5.13,50.0,99.998575
5.14,50.0,99.99857222222222
5.15,50.0,99.99856944444444
5.16,50.0,99.99856666666666
5.17,50.0,99.9985638888889
5.18,50.0,99.99856111111112
5.19,50.0,99.99855833333334
5.2,50.0,99.99855555555555
5.21,50.0,99.99855277777777
5.22,50.0,99.99855
5.23,50.0,99.99854722222223
5.24,50.0,99.99854444444445
5.25,50.0,99.99854166666667
5.26,50.0,99.99853888888889
5.2700000000000005,50.0,99.99853611111111
5.28,50.0,99.99853333333333
5.29,50.0,99.99853055555556
5.3,50.0,99.99852777777778
5.3100000000000005,50.0,99.998525
5.32,50.0,99.99852222222222
5.33,50.0,99.99851944444444
5.34,50.0,99.99851666666666
5.3500000000000005,50.0,99.9985138888889
5.36,50.0,99.99851111111111
5.37,50.0,99.99850833333333
5.38,50.0,99.99850555555555
5.39,50.0,99.99850277777777
5.4,50.0,99.9985
5.41,50.0,99.99849722222223
5.42,50.0,99.99849444444445
5.43,50.0,99.99849166666667
5.44,50.0,99.99848888888889
5.45,50.0,99.9984861111111
5.46,50.0,99.99848333333334
5.47,50.0,99.99848055555556
5.48,50.0,99.99847777777778
5.49,50.0,99.998475
5.5,50.0,99.99847222222222
5.51,50.0,99.99846944444444
5.5200000000000005,50.0,99.99846666666667
5.53,50.0,99.99846388888889
5.54,50.0,99.99846111111111
5.55,50.0,99.99845833333333
5.5600000000000005,50.0,99.99845555555555
5.57,50.0,99.99845277777777
5.58,50.0,99.99845
5.59,50.0,99.99844722222223
5.6000000000000005,50.0,99.99844444444444
5.61,50.0,99.99844166666666
5.62,50.0,99.99843888888888
5.63,50.0,99.9984361111111
5.64,50.0,99.99843333333334
5.65,50.0,99.99843055555556
5.66,50.0,99.99842777777778
5.67,50.0,99.998425
5.68,50.0,99.99842222222222
5.69,50.0,99.99841944444445
5.7,50.0,99.99841666666667
5.71,50.0,99.99841388888889
5.72,50.0,99.99841111111111
5.73,50.0,99.99840833333333
5.74,50.0,99.99840555555555
5.75,50.0,99.99840277777778
5.76,50.0,99.9984
5.7700000000000005,50.0,99.99839722222222
5.78,50.0,99.99839444444444
5.79,50.0,99.99839166666666
5.8,50.0,99.99838888888888
5.8100000000000005,50.0,99.99838611111112
5.82,50.0,99.99838333333334
5.83,50.0,99.99838055555556
5.84,50.0,99.99837777777778
5.8500000000000005,50.0,99.998375
5.86,50.0,99.99837222222222
5.87,50.0,99.99836944444445
5.88,50.0,99.99836666666667
5.89,50.0,99.99836388888889
5.9,50.0,99.99836111111111
5.91,50.0,99.99835833333333
5.92,50.0,99.99835555555556
5.93,50.0,99.99835277777778
5.94,50.0,99.99835
5.95,50.0,99.99834722222222
5.96,50.0,99.99834444444444
5.97,50.0,99.99834166666666
5.98,50.0,99.9983388888889
5.99,50.0,99.99833611111112
6.0,50.0,99.99833333333333
6.01,50.0,99.99833055555555
6.0200000000000005,50.0,99.99832777777777
6.03,50.0,99.998325
6.04,50.0,99.99832222222223
6.05,50.0,99.99831944444445
6.0600000000000005,50.0,99.99831666666667
6.07,50.0,99.99831388888889
6.08,50.0,99.99831111111111
6.09,50.0,99.99830833333333
6.1000000000000005,50.0,99.99830555555556
6.11,50.0,99.99830277777778
6.12,50.0,99.9983
6.13,50.0,99.99829722222222
6.140000000000001,50.0,99.99829444444444
6.15,50.0,99.99829166666666
6.16,50.0,99.9982888888889
6.17,50.0,99.99828611111111
6.18,50.0,99.99828333333333
6.19,50.0,99.99828055555555
6.2,50.0,99.99827777777777
6.21,50.0,99.998275
6.22,50.0,99.99827222222223
6.23,50.0,99.99826944444445
6.24,50.0,99.99826666666667
6.25,50.0,99.99826388888889
6.26,50.0,99.9982611111111
6.2700000000000005,50.0,99.99825833333334
6.28,50.0,99.99825555555556
6.29,50.0,99.99825277777778
6.3,50.0,99.99825
6.3100000000000005,50.0,99.99824722222222
6.32,50.0,99.99824444444444
6.33,50.0,99.99824166666667
6.34,50.0,99.99823888888889
6.3500000000000005,50.0,99.99823611111111
6.36,50.0,99.99823333333333
6.37,50.0,99.99823055555555
6.38,50.0,99.99822777777777
6.390000000000001,50.0,99.998225
6.4,50.0,99.99822222222222
6.41,50.0,99.99821944444444
6.42,50.0,99.99821666666666
6.43,50.0,99.99821388888888
6.44,50.0,99.99821111111112
6.45,50.0,99.99820833333334
6.46,50.0,99.99820555555556
6.47,50.0,99.99820277777778
6.48,50.0,99.9982
6.49,50.0,99.99819722222222
6.5,50.0,99.99819444444445
6.51,50.0,99.99819166666667
6.5200000000000005,50.0,99.99818888888889
6.53,50.0,99.99818611111111
6.54,50.0,99.99818333333333
6.55,50.0,99.99818055555555
6.5600000000000005,50.0,99.99817777777778
6.57,50.0,99.998175
6.58,50.0,99.99817222222222
6.59,50.0,99.99816944444444
6.6000000000000005,50.0,99.99816666666666
6.61,50.0,99.99816388888888
6.62,50.0,99.99816111111112
6.63,50.0,99.99815833333334
6.640000000000001,50.0,99.99815555555556
6.65,50.0,99.99815277777778
6.66,50.0,99.99815
6.67,50.0,99.99814722222222
6.68,50.0,99.99814444444445
6.69,50.0,99.99814166666667
6.7,50.0,99.99813888888889
6.71,50.0,99.99813611111111
6.72,50.0,99.99813333333333
6.73,50.0,99.99813055555556
6.74,50.0,99.99812777777778
6.75,50.0,99.998125
6.76,50.0,99.99812222222222
6.7700000000000005,50.0,99.99811944444444
6.78,50.0,99.99811666666666
6.79,50.0,99.9981138888889
6.8,50.0,99.99811111111111
6.8100000000000005,50.0,99.99810833333333
6.82,50.0,99.99810555555555
6.83,50.0,99.99810277777777
6.84,50.0,99.9981
6.8500000000000005,50.0,99.99809722222223
6.86,50.0,99.99809444444445
6.87,50.0,99.99809166666667
6.88,50.0,99.99808888888889
6.890000000000001,50.0,99.9980861111111
6.9,50.0,99.99808333333333
6.91,50.0,99.99808055555556
6.92,50.0,99.99807777777778
6.93,50.0,99.998075
6.94,50.0,99.99807222222222
6.95,50.0,99.99806944444444
6.96,50.0,99.99806666666667
6.97,50.0,99.9980638888889
6.98,50.0,99.99806111111111
6.99,50.0,99.99805833333333
7.0,50.0,99.99805555555555
7.01,50.0,99.99805277777777
7.0200000000000005,50.0,99.99805
7.03,50.0,99.99804722222223
7.04,50.0,99.99804444444445
7.05,50.0,99.99804166666667
7.0600000000000005,50.0,99.99803888888889
7.07,50.0,99.9980361111111
7.08,50.0,99.99803333333334
7.09,50.0,99.99803055555556
7.1000000000000005,50.0,99.99802777777778
7.11,50.0,99.998025
7.12,50.0,99.99802222222222
7.13,50.0,99.99801944444444
7.140000000000001,50.0,99.99801666666667
7.15,50.0,99.99801388888889
7.16,50.0,99.99801111111111
7.17,50.0,99.99800833333333
7.18,50.0,99.99800555555555
7.19,50.0,99.99800277777777
7.2,50.0,99.998
7.21,50.0,99.99799722222222
7.22,50.0,99.99799444444444
7.23,50.0,99.99799166666666
7.24,50.0,99.99798888888888
7.25,50.0,99.99798611111112
7.26,50.0,99.99798333333334
7.2700000000000005,50.0,99.99798055555556
7.28,50.0,99.99797777777778
7.29,50.0,99.997975
7.3,50.0,99.99797222222222
7.3100000000000005,50.0,99.99796944444445
7.32,50.0,99.99796666666667
7.33,50.0,99.99796388888889
7.34,50.0,99.99796111111111
7.3500000000000005,50.0,99.99795833333333
7.36,50.0,99.99795555555555
7.37,50.0,99.99795277777778
7.38,50.0,99.99795
7.390000000000001,50.0,99.99794722222222
7.4,50.0,99.99794444444444
7.41,50.0,99.99794166666666
7.42,50.0,99.99793888888888
7.43,50.0,99.99793611111112
7.44,50.0,99.99793333333334
7.45,50.0,99.99793055555556
7.46,50.0,99.99792777777778
7.47,50.0,99.997925
7.48,50.0,99.99792222222223
7.49,50.0,99.99791944444445
7.5,50.0,99.99791666666667
7.51,50.0,99.99791388888889
7.5200000000000005,50.0,99.99791111111111
7.53,50.0,99.99790833333333
7.54,50.0,99.99790555555556
7.55,50.0,99.99790277777778
7.5600000000000005,50.0,99.9979
7.57,50.0,99.99789722222222
7.58,50.0,99.99789444444444
7.59,50.0,99.99789166666666
7.6000000000000005,50.0,99.9978888888889
7.61,50.0,99.99788611111111
7.62,50.0,99.99788333333333
7.63,50.0,99.99788055555555
7.640000000000001,50.0,99.99787777777777
7.65,50.0,99.997875
7.66,50.0,99.99787222222223
7.67,50.0,99.99786944444445
7.68,50.0,99.99786666666667
7.69,50.0,99.99786388888889
7.7,50.0,99.9978611111111
7.71,50.0,99.99785833333334
7.72,50.0,99.99785555555556
7.73,50.0,99.99785277777778
7.74,50.0,99.99785
7.75,50.0,99.99784722222222
7.76,50.0,99.99784444444444
7.7700000000000005,50.0,99.99784166666667
7.78,50.0,99.9978388888889
7.79,50.0,99.99783611111111
7.8,50.0,99.99783333333333
7.8100000000000005,50.0,99.99783055555555
7.82,50.0,99.99782777777777
7.83,50.0,99.997825
7.84,50.0,99.99782222222223
7.8500000000000005,50.0,99.99781944444445
7.86,50.0,99.99781666666667
7.87,50.0,99.99781388888889
7.88,50.0,99.9978111111111
7.890000000000001,50.0,99.99780833333334
7.9,50.0,99.99780555555556
7.91,50.0,99.99780277777778
7.92,50.0,99.9978
7.930000000000001,50.0,99.99779722222222
7.94,50.0,99.99779444444444
7.95,50.0,99.99779166666667
7.96,50.0,99.99778888888889
7.97,50.0,99.99778611111111
7.98,50.0,99.99778333333333
7.99,50.0,99.99778055555555
8.0,50.0,99.99777777777778
8.01,50.0,99.997775
8.02,50.0,99.99777222222222
8.03,50.0,99.99776944444444
8.040000000000001,50.0,99.99776666666666
8.05,50.0,99.99776388888888
8.06,50.0,99.99776111111112
8.07,50.0,99.99775833333334
8.08,50.0,99.99775555555556
8.09,50.0,99.99775277777778
8.1,50.0,99.99775
8.11,50.0,99.99774722222222
8.120000000000001,50.0,99.99774444444445
8.13,50.0,99.99774166666667
8.14,50.0,99.99773888888889
8.15,50.0,99.99773611111111
8.16,50.0,99.99773333333333
8.17,50.0,99.99773055555555
8.18,50.0,99.99772777777778
8.19,50.0,99.997725
8.2,50.0,99.99772222222222
8.21,50.0,99.99771944444444
8.22,50.0,99.99771666666666
8.23,50.0,99.9977138888889
8.24,50.0,99.99771111111112
8.25,50.0,99.99770833333334
8.26,50.0,99.99770555555556
8.27,50.0,99.99770277777777
8.28,50.0,99.9977
8.290000000000001,50.0,99.99769722222223
8.3,50.0,99.99769444444445
8.31,50.0,99.99769166666667
8.32,50.0,99.99768888888889
8.33,50.0,99.99768611111111
8.34,50.0,99.99768333333333
8.35,50.0,99.99768055555556
8.36,50.0,99.99767777777778
8.370000000000001,50.0,99.997675
8.38,50.0,99.99767222222222
8.39,50.0,99.99766944444444
8.4,50.0,99.99766666666666
8.41,50.0,99.9976638888889
8.42,50.0,99.99766111111111
8.43,50.0,99.99765833333333
8.44,50.0,99.99765555555555
8.45,50.0,99.99765277777777
8.46,50.0,99.99765
8.47,50.0,99.99764722222223
